CD_NODO,DS_NODO,CD_ACCESSO,BUSINESS_PROCESS,PG_ORDINAMENTO,FL_TERMINALE,LIVELLO,URL_ICONA,CD_PROPRIO_NODO,CD_NODO_PADRE,URL_ICONA_OPEN,UTCR,UTUV,PG_VER_REC
"0.CFG.UTENZE.UADMIN.GEST.V","visualizzazione","CFGUTENZEUADMINGESTV","CRUDUtenteGestoreBP","1","Y","5","NULL","V","0.CFG.UTENZE.UADMIN.GEST","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0060","associazione tipologia istat - codice siope","NULL","NULL","8","N","4","NULL","PF0060","0.CFG.PDCFIN.ASSC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0060.M","gestione","CFGPDCFINASSCPF0060M","CRUDConfigAssTipologiaIstatSiopeBP","2","Y","5","NULL","M","0.CFG.PDCFIN.ASSC.PF0060","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0060.V","visualizzazione","CFGPDCFINASSCPF0060V","CRUDConfigAssTipologiaIstatSiopeBP","1","Y","5","NULL","V","0.CFG.PDCFIN.ASSC.PF0060","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.INCPRC","Procedura Conferimento Incarichi","NULL","NULL","15","N","4","NULL","INCPRC","0.CFG.INCARICHI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.INCPRC.M","gestione","CFGINCARICHIINCPRCM","CRUDIncarichiProceduraBP","10","Y","5","NULL","M","0.CFG.INCARICHI.INCPRC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.INCPRC.V","visualizzazione","CFGINCARICHIINCPRCV","CRUDIncarichiProceduraBP","20","Y","5","NULL","V","0.CFG.INCARICHI.INCPRC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.UTILIT","Utilita'","NULL","NULL","25","N","4","NULL","UTILIT","0.CFG.INCARICHI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.INCARICHI.UTILIT.FILEFP","Estrazione File FP","INCARICHIESTRAZFP","CRUDIncarichiEstrazioneFpBP","10","Y","5","NULL","FILEFP","0.CFG.INCARICHI.UTILIT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK.GAERES","GAE Residui","NULL","NULL","40","N","4","NULL","GAERES","0.DOC.CON.WORKPCK","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK.GAERES.ETR","entrate","CONSGAERESETR","ConsGAEResEtrBP","10","Y","5","NULL","ETR","0.DOC.CON.WORKPCK.GAERES","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK.GAERES.SPE","spese","CONSGAERESSPE","ConsGAEResSpeBP","20","Y","5","NULL","SPE","0.DOC.CON.WORKPCK.GAERES","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.FECO","Fondo Economale","NULL","NULL","40","N","3","NULL","FECO","0.AMM.CONS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.FECO.FONDO","Fondo Economale","AMMCONSFECOFONDO","ConsFondoEconomaleBP","1","Y","4","NULL","FONDO","0.AMM.CONS.FECO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.CORI.F24EP","F24 Enti Pubblici","NULL","NULL","5","N","4","NULL","F24EP","0.AMM.COMPEN.CORI","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.CORI.F24EP.M","elaborazione","AMMCOMPENCORIF24EPM","LiquidazioneCoriF24EPBP","1","Y","6","NULL","M","0.AMM.COMPEN.CORI.F24EP","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.INTRA.VI","visualizza inviato","AMMFATTURINTRAINVV","ConsFileIntraInviatoBP","3","Y","4","NULL","VI","0.AMM.FATTUR.INTRA","NULL","SYSTEM","SYSTEM","1"
"0.PRV.CON.VARIAZIONI.LIMITIV","Limite Spesa","CONSLIMITISPE","ConsVLimiteSpesaDetBP","50","Y","4","NULL","LIMITIV","0.PRV.CON.VARIAZIONI","NULL","SYSTEM","SYSTEM","1"
"0.SERV.STAMPAATT","Stampa Attivit? Sigla","XXXSTAMPAATTIVITAXXX","StampaAttivitaSiglaBP","50","Y","2","NULL","STAMPAATT","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.COMPENSI.ACCONTOADDCOM","Acconto Addizionale Comunale","CONSULTACCONTOADDCOM","AccontoAddComBP","50","Y","4","NULL","ACCONTOADDCOM","0.AMM.CONS.COMPENSI","NULL","SYSTEM","SYSTEM","1"
"0.CNS.CON.SITSIN","situazione sintetica per GAE","NULL","NULL","15","N","3","NULL","SITSIN","0.CNS.CON","NULL","SYSTEM","SYSTEM","1"
"0.CNS.CON.SITSIN.RGAE","Consultazione Situazione Sintetica Rendicontazione GAE","CONSGAECOMRESSINT","ConsGAEComResSintBP","4","Y","5","NULL","RGAE","0.CNS.CON.SITSIN","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.BLACK","riepilogativi BlackList","NULL","NULL","7","N","3","NULL","INTRA","0.AMM.FATTUR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.BLACK.V","visualizza","AMMFATTURBLACKV","ConsFileBlackListBP","1","Y","4","NULL","M","0.AMM.FATTUR.BLACK","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.BLACK.M","elabora","AMMFATTURBLACKM","ElaboraFileBlackListBP","2","Y","4","NULL","M","0.AMM.FATTUR.BLACK","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PROGETTI.TABRIF.VOCEECON.G","gestione","CFGPROGERCOREVOCECOM","VocePianoEconomicoPrgBP","2","Y","5","NULL","M","0.CFG.PROGETTI.TABRIF.VOCEECON","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.PRGSIN","Situazione Progetto/GAE","NULL","NULL","3","N","3","NULL","PRGSIN","0.CNS.PDGING","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.PRGSIN.SPRG","Stampa Situazione Progetto/GAE","CNSPDGINGPRGSINSPRG","StampaSituazioneSinteticaProgettoBP","4","Y","5","NULL","SPRG","0.CNS.PDGING.PRGSIN","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA","classificazione ufficiale E/P","NULL","NULL","4","N","3","NULL","CLA","0.CFG.PDCECP","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA.PARLIV","parametri livelli E/P","NULL","NULL","1","N","4","NULL","PARLIV","0.CFG.PDCECP.CLA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA.PARLIV.M","gestione","CFGPDCEPPARLIVELLIM","CRUDConfigParametriLivelliEPBP","20","Y","4","NULL","M","0.CFG.PDCECP.CLA.PARLIV","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA.PARLIV.V","visualizzazione","CFGPDCEPPARLIVELLIV","CRUDConfigParametriLivelliEPBP","10","Y","4","NULL","V","0.CFG.PDCECP.CLA.PARLIV","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA.ECO","economica","NULL","NULL","2","N","4","NULL","ECO","0.CFG.PDCECP.CLA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA.PAT","patrimoniale","NULL","NULL","3","N","5","NULL","PAT","0.CFG.PDCECP.CLA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA.ECO.M","gestione","CFGPDCEPCLASVOCECOM","ClassificazioneVociEPEcoBP","20","Y","5","NULL","M","0.CFG.PDCECP.CLA.ECO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA.ECO.V","visualizzazione","CFGPDCEPCLASVOCECOV","ClassificazioneVociEPEcoBP","10","Y","5","NULL","V","0.CFG.PDCECP.CLA.ECO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA.PAT.M","gestione","CFGPDCEPCLASVOCPATM","ClassificazioneVociEPPatBP","20","Y","5","NULL","M","0.CFG.PDCECP.CLA.PAT","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CLA.PAT.V","visualizzazione","CFGPDCEPCLASVOCPATV","ClassificazioneVociEPPatBP","10","Y","5","NULL","V","0.CFG.PDCECP.CLA.PAT","NULL","SYSTEM","SYSTEM","1"
"0.ORD.ORDACQ.A","firma","ORDORDACQFIRV","CRUDFirmaOrdineAcqBP","1","Y","3","NULL","A","0.ORD.ORDACQ","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.PAG0A","automatico","DOCMANDATOAUTOMATICG","MandatoAutomaticoWizardBP","30","Y","3","NULL","M","0.DOC.MANDAT","NULL","SYSTEM","SYSTEM","1"
"0.MAG.SCARICHI","scarichi di magazzino","NULL","NULL","10","N","2","NULL","SCARICHI","0.MAG","NULL","SYSTEM","SYSTEM","1"
"0.MAG.SCARICHI.MANUALE","Scarico Manuale","MAGSCARSCARICMANUALG","ScaricoManualeMagazzinoBP","1","Y","3","NULL","MANUALE","0.MAG.SCARICHI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BILATERALI","Accordi Bilaterali","NULL","NULL","140","N","3","leaf.gif","BILATERALI","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BILATERALI.ACCORD","Accordi","NULL","NULL","10","N","4","NULL","ACCORD","0.CFG.BILATERALI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BILATERALI.ACCORD.M","gestione","CFGBLTACCORDIM","CRUDBltAccordiBP","10","Y","5","NULL","M","0.CFG.BILATERALI.ACCORD","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BILATERALI.ACCORD.V","visualizzazione","CFGBLTACCORDIV","CRUDBltAccordiBP","20","Y","5","NULL","M","0.CFG.BILATERALI.ACCORD","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BILATERALI.VISITE","Visite","NULL","NULL","20","N","4","NULL","ACCORD","0.CFG.BILATERALI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BILATERALI.VISITE.M","gestione","CFGBLTVISITEM","CRUDBltVisiteBP","10","Y","5","NULL","M","0.CFG.BILATERALI.VISITE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BILATERALI.VISITE.V","visualizzazione","CFGBLTVISITEV","CRUDBltVisiteBP","20","Y","5","NULL","M","0.CFG.BILATERALI.VISITE","NULL","SYSTEM","SYSTEM","1"
"0.CNS.CON.SITSIN.Rend","Rendicontazione GAE","CONSGAEREND","ConsGAERendBP","5","Y","5","NULL","REND","0.CNS.CON.SITSIN","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONSUL","Consultazioni","NULL","NULL","150","N","2","NULL","CONSUL","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.CONSUL.INCASSBOR","Incarichi,Assegni,Borse di Studio","CFGINCARASSBORSV","ConsIncarAssRicBorseStBP","1","Y","3","NULL","INCASSBOR","0.CFG.CONSUL","NULL","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT.ACCRES.A","amministra","DOCACCERTCOREACCRESA","CRUDAccertamentoResiduoAmministraBP","3","Y","4","NULL","M","0.DOC.ACCERT.ACCRES","NULL","SYSTEM","SYSTEM","1"
"0.ORD","Ordini","NULL","NULL","10","N","1","NULL","ORD","0","NULL","SYSTEM","SYSTEM","1"
"0.MAG","Magazzino","NULL","NULL","11","N","1","NULL","MAG","0","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR","tabelle di riferimento","NULL","NULL","1","N","2","NULL","TABR","0.ORD","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR","tabelle di riferimento","NULL","NULL","100","N","2","NULL","TABR","0.MAG","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.GRPMERC","gruppo merceologico","NULL","NULL","1","N","3","NULL","GRPMERC","0.MAG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.GRPMERC.M","gestione","MAGTABRGRPMERCM","CRUDGruppoMerceologicoBP","1","Y","4","NULL","M","0.MAG.TABR.GRPMERC","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.GRPMERC.V","visualizzazione","MAGTABRGRPMERCV","CRUDGruppoMerceologicoBP","1","Y","4","NULL","V","0.MAG.TABR.GRPMERC","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.UNIMIS","unit? di misura","NULL","NULL","1","N","3","NULL","UNIMIS","0.MAG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.UNIMIS.M","gestione","MAGTABRUNIMISM","CRUDUnitaMisuraBP","1","Y","4","NULL","M","0.MAG.TABR.UNIMIS","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.UNIMIS.V","visualizzazione","MAGTABRUNIMISV","CRUDUnitaMisuraBP","1","Y","4","NULL","V","0.MAG.TABR.UNIMIS","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.UNIMIS.COEFFMAG","coeff. conversione magazzino","NULL","NULL","1","N","4","NULL","COEFFMAG","0.MAG.TABR.UNIMIS","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.UNIMIS.COEFFMAG.M","gestione","MAGTABRUNIMCOEFFMAGM","CRUDUnimisCoeffMagBP","1","Y","5","NULL","M","0.MAG.TABR.UNIMIS.COEFFMAG","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.UNIMIS.COEFFMAG.V","visualizzazione","MAGTABRUNIMCOEFFMAGV","CRUDUnimisCoeffMagBP","1","Y","5","NULL","V","0.MAG.TABR.UNIMIS.COEFFMAG","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOART","tipo articolo","NULL","NULL","1","N","3","NULL","TIPOART","0.MAG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOART.M","gestione","MAGTABRTIPOARTM","CRUDTipoArticoloBP","1","Y","4","NULL","M","0.MAG.TABR.TIPOART","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.TIPOART.V","visualizzazione","MAGTABRTIPOARTV","CRUDTipoArticoloBP","1","Y","4","NULL","V","0.MAG.TABR.TIPOART","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.UOP","unit? operativa","NULL","NULL","1","N","3","NULL","UOP","0.ORD.TABR","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.UOP.M","gestione","ORDTABRUOPM","CRUDUnitaOperativaBP","1","Y","4","NULL","M","0.ORD.TABR.UOP","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.UOP.V","visualizzazione","ORDTABRUOPV","CRUDUnitaOperativaBP","1","Y","4","NULL","V","0.ORD.TABR.UOP","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.UOP.ASS","associazione unit? operativa","NULL","NULL","1","N","4","NULL","ASS","0.ORD.TABR.UOP","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.UOP.ASS.M","gestione","ORDTABRUOPASSM","CRUDAssUnitaOperativaBP","1","Y","5","NULL","M","0.ORD.TABR.UOP.ASS","NULL","SYSTEM","SYSTEM","1"
"0.ORD.TABR.UOP.ASS.V","visualizzazione","ORDTABRUOPASSV","CRUDAssUnitaOperativaBP","1","Y","5","NULL","V","0.ORD.TABR.UOP.ASS","NULL","SYSTEM","SYSTEM","1"
"0.MAG.TABR.RAGGR","raggruppamento magazzino","NULL","NULL","1","N","3","NULL","RAGGR","0.MAG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.CNS.CON.COMPRES.VOCNAT","Voce del Piano - Natura","DOCCONCOMPRESVOCNAT","ConsDispCompResVoceNatBP","4","Y","4","NULL","VOCNAT","0.CNS.CON.COMPRES","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.CONF","Confronto Entrate-Spese","NULL","NULL","50","N","3","NULL","CONF","0.DOC.CON","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.CONF.ENTSPE","Consultazione Confronto Entrate-Spese per CDS","DOCCONTCONF","ConsConfrontoEntSpeBP","10","Y","4","NULL","ENTSPE","0.DOC.CON.CONF","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITANA.USCRESVOC","Stampa uscite in c/residui per voce","CNSPDGINGCOREURESVOC","StampaUsciteResiduiXVoceBP","9","Y","5","NULL","USCRESVOC","0.CNS.PDGING.SITANA","NULL","SYSTEM","SYSTEM","1"
"0.CNS.CON.COMPRES.ISTCDRENT","Istituto - CDR - GAE - Entrate","DOCCONCOMPRESCDRENT","ConsDispCompResEntIstCdrGaeBP","5","Y","6","NULL","ISTCDRENT","0.CNS.CON.COMPRES","NULL","SYSTEM","SYSTEM","1"
"0.CNS.CON.COMPRES.ISTVOCENT","Istituto - Voce del Piano - Entrate","DOCCONCOMPRESVOCENT","ConsDispCompResEntIstVoceBP","5","Y","4","NULL","ISTVOCENT","0.CNS.CON.COMPRES","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.STRALCIO.M","gestione","DOCSTIPENDISTRALCIOM","ElaboraStralcioMensileStipendiBP","1","Y","4","NULL","M","0.DOC.STIPEN.STRALCIO","NULL","SYSTEM","SYSTEM","1"
"0.PRV.FIRDIGT","TEST Firma digitale alle variazioni PdG","PRVFIRMAVARIAZIONET","FirmaDigitalePdgVariazioniBP","3","Y","2","NULL","FIRDIGT","0.PRV","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITSIN.DGAE","Stampa Situazione Sintetica Disponibilit? GAE","CNSPDGINGSITSINDGAE","StampaSituazioneSinteticaDispGAEBP","4","Y","5","NULL","DISGAE","0.CNS.PDGING.SITSIN","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK.GAECOMP","GAE Competenza","NULL","NULL","30","N","4","NULL","GAECOMP","0.DOC.CON.WORKPCK","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK.GAECOMP.ETR","entrate","CONSGAECOMPETR","ConsGAECompEtrBP","10","Y","5","NULL","ETR","0.DOC.CON.WORKPCK.GAECOMP","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.WORKPCK.GAECOMP.SPE","spese","CONSGAECOMPSPE","ConsGAECompSpeBP","20","Y","5","NULL","SPE","0.DOC.CON.WORKPCK.GAECOMP","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITSIN.RGAE","Stampa Situazione Sintetica Rendicontazione GAE","CNSPDGINGSINRENDGAE","StampaSituazioneSinteticaRendGAEBP","4","Y","5","NULL","RGAE","0.CNS.PDGING.SITSIN","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.COMPENSI.RATEIZZAADD","Addizionali Rateizzate","CONSULTARATEIZZAADD","ConsRateizzaClassificCoriBP","60","Y","4","NULL","RATEIZZAADD","0.AMM.CONS.COMPENSI","NULL","SYSTEM","SYSTEM","1"
"0.SERV.ATTIVITA","Attivita Sigla","XXXATTIVITAXXX","CRUDAttivitaSiglaBP","40","Y","2","NULL","ATTIVITA","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.CAFILE.C","consultazione File Cassiere","DOCINTCASCORECONFILE","ConsFileCassiereBP","2","Y","4","NULL","C","0.DOC.INTCAS.CAFILE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASCORS","Ass.Tipo CORI - Codice Siope","NULL","NULL","6","N","4","NULL","ASCORS","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASCORS.M","gestione","AMMCOMPENTABRASCORSM","CRUDAssTipoContrRitenutaSiopeBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.ASCORS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASCORS.V","visualizzazione","AMMCOMPENTABRASCORSV","CRUDAssTipoContrRitenutaSiopeBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.ASCORS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.MAN.MANRIS","Mandati Riscontrati","CONSDOCCONMANRIS","ConsMandatiRiscontratiBP","30","Y","4","NULL","MANRIS","0.DOC.CON.MAN","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.REV.REVRIS","Reversali Riscontrate","CONSDOCCONREVRIS","ConsReversaliRiscontrateBP","30","Y","4","NULL","REVRIS","0.DOC.CON.REV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.COMPENSI.ESTRAGLA","estrazione dati Modello GLA/Sostitutivo","CONSULTESTRAGLA","Estrazione_glaBP","40","Y","4","NULL","ESTRAGLA","0.AMM.CONS.COMPENSI","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.STAMPE.IMPXF","Stampa Sintetica Impegnato per Fonte","DOCOBBLSTMIMPXF","StampaSinteticaImpegnatoXFonteBP","8","Y","5","NULL","IMPXF","0.DOC.OBBLIG.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT.CONS","Consultazioni","NULL","NULL","10","N","3","book_closed.gif","CONS","0.DOC.ACCERT","book_opened.gif","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT.CONS.SCADACC","Scadenzario accertamenti","DOCACCERTCONSSCADACC","ConsScadAccertamentiBP","1","Y","4","NULL","SCADACC","0.DOC.ACCERT.CONS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.MODINC.M","gestione","AMMFATTURTABRMODINCM","CRUDModalitaIncassoBP","2","Y","5","NULL","M","0.AMM.FATTUR.TABR.MODINC","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.MODINC.V","visualizzazione","AMMFATTURTABRMODINCV","CRUDModalitaIncassoBP","1","Y","5","NULL","V","0.AMM.FATTUR.TABR.MODINC","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.MODERO","Modalit? Erogazione","NULL","NULL","16","N","4","NULL","MODERO","0.AMM.FATTUR.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.MODERO.M","gestione","AMMFATTURTABRMODEROM","CRUDModalitaErogazioneBP","2","Y","5","NULL","M","0.AMM.FATTUR.TABR.MODERO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.MODERO.V","visualizzazione","AMMFATTURTABRMODEROV","CRUDModalitaErogazioneBP","1","Y","5","NULL","V","0.AMM.FATTUR.TABR.MODERO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.CPA","Codici cpa","NULL","NULL","17","N","4","NULL","CPA","0.AMM.FATTUR.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.CPA.M","gestione","AMMFATTURTABRCPAM","CRUDCodiciCpaBP","2","Y","5","NULL","M","0.AMM.FATTUR.TABR.CPA","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.CPA.V","visualizzazione","AMMFATTURTABRCPAV","CRUDCodiciCpaBP","1","Y","5","NULL","V","0.AMM.FATTUR.TABR.CPA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BORSESTUDIO","Borse di Studio/Formazione, Tirocini e Stage","NULL","NULL","135","N","3","leaf.gif","BORSESTUDIO","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BORSESTUDIO.BSTPRC","Procedura Conferimento Borse di Studio/Formazione, Tirocini e Stage","NULL","NULL","10","N","4","NULL","BSTPRC","0.CFG.BORSESTUDIO","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BORSESTUDIO.BSTPRC.M","gestione","CFGBORSESTUDIOPRCM","CRUDBorseStudioProceduraBP","10","Y","5","NULL","M","0.CFG.BORSESTUDIO.BSTPRC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.BORSESTUDIO.BSTPRC.V","visualizzazione","CFGBORSESTUDIOPRCV","CRUDBorseStudioProceduraBP","20","Y","5","NULL","V","0.CFG.BORSESTUDIO.BSTPRC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ASSEGNIRICERCA","Assegni di Ricerca","NULL","NULL","135","N","3","leaf.gif","ASSEGNIRICERCA","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ASSEGNIRICERCA.ASRPRC","Procedura Conferimento Assegni di Ricerca","NULL","NULL","10","N","4","NULL","ASRPRC","0.CFG.ASSEGNIRICERCA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ASSEGNIRICERCA.ASRPRC.M","gestione","CFGASSEGNIRICERCPRCM","CRUDAssegniRicercaProceduraBP","10","Y","5","NULL","M","0.CFG.ASSEGNIRICERCA.ASRPRC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ASSEGNIRICERCA.ASRPRC.V","visualizzazione","CFGASSEGNIRICERCPRCV","CRUDAssegniRicercaProceduraBP","20","Y","5","NULL","V","0.CFG.ASSEGNIRICERCA.ASRPRC","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.MAN.CUPMAN","Mandati Cup","DOCCONMANCUPMAN","ConsCupMandatiBP","40","Y","4","NULL","CUPMAN","0.DOC.CON.MAN","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.REV.CUPREV","Reversali Cup","DOCCONREVCUPREV","ConsCupReversaliBP","40","Y","4","NULL","CUPREV","0.DOC.CON.REV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONS.INVENT.INVRIC","Consultazione Inventario Ricognizione","AMMINVCONSINVRIC","ConsInventarioRicBP","17","Y","4","NULL","CONSINVRIC","0.AMM.CONS.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.CONF.ENTSPETOT","Consultazione Confronto Entrate-Spese","DOCCONTCONFTOT","ConsConfrontoEntSpeTotBP","20","Y","4","NULL","ENTSPETOT","0.DOC.CON.CONF","NULL","SYSTEM","SYSTEM","1"
"0.CNS.PDGING.SITANA.USCRESESVOC","Stampa uscite in c/residui per esercizio/voce","CNSPDGINGURESESVOC","StampaUsciteResiduiXEsercizioVoceBP","10","Y","5","NULL","USCRESESVOC","0.CNS.PDGING.SITANA","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATATT.FATELE.V","Visualizzazione Documenti","AMMDOCFATTELETTV","DocumentiAmministrativiFatturazioneElettronicaBP","1","Y","5","NULL","V","0.AMM.FATTUR.FATATT.FATELE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.E","registro unico delle fatture","AMMFATTURDOCSFATPASE","ElaboraNumUnicoFatturaPBP","3","Y","4","NULL","E","0.AMM.FATTUR.FATPAS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.ELE","fatturazione elettronica","AMMFATTURDOCELEPASS","CRUDFatturaPassivaElettronicaBP","10","Y","2","NULL","M","0.AMM.FATTUR.FATPAS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.DSTCAS.F","gestione flusso","DOCINTCASCOREDISCASF","CRUDDistintaCassiereFBP","3","Y","4","NULL","F","0.DOC.INTCAS.DSTCAS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.ELEADM","Carica fattura elettronica","AMMFATTURDOCELEADMIN","CaricaFatturaElettronicaBP","20","Y","2","NULL","M","0.AMM.FATTUR.FATPAS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.ELE.V","visualizzazione fatturazione elettronica","AMMFATTURDOCELEPASSV","CRUDFatturaPassivaElettronicaBP","30","Y","2","NULL","V","0.AMM.FATTUR.FATPAS","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.VOCETR","Voce di Entrata","NULL","NULL","1","N","3","NULL","VOCETR","0.CFG.PDCFIN","NULL","SYSTEM","SYSTEM","1"
