"cd_bene_servizio","ds_bene_servizio","unita_misura","fl_gestione_inventario","fl_gestione_magazzino","cd_voce_iva","cd_categoria_gruppo","dacr","utcr","duva","utuv","pg_ver_rec","ti_bene_servizio","fl_obb_intrastat_acq","fl_obb_intrastat_ven","fl_valido","fl_autofattura","fl_bollo","fl_scadenza","tipo_servizio","tipo_manutenzione","note","tipo_gestione","sconti_applic_invent","cd_gruppo_merceologico","cd_tipo_articolo"
"250250","GEL SIL.MERCK 60G F254  C/GR 10007699-41-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"250300","GEL DI SILICE MERCK 60H C/GR 10007699-41-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"250350","GEL DI SILICE MERCK 60 HR7699-41-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"250650","GIALLO METACROMO584-42-9","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"250700","GIALLO METILE           C/GR   2560-11-7","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"250800","GIEMSAC/ML  100","ML","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"250806","GIEMSA                  C/ML  50051811-82-6","ML","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251000","GLICEROFOSFORICO SODICO","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"251102","GLICINA                 C/GR  10056-40-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:03.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248658","FOSFOTUNGSTICO ACIDO     GR  2512501-23-4","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248700","FOSFORO TRIBROMURO7789-60-8","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249004","FRUTTOSIO               C/GR 100057-48-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249050","FTALICA ANIDRIDE85-44-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249100","FTALICO ACIDO88-99-3","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249300","FUCSINA ACIDA3244-88-0","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249350","FUMARICO ACIDO          C/GR  100110-17-8","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249550","FURFUROLO               C/ML  25098-01-1","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249600","D-GALATTOSIO 99%         GR  5059-23-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249800","GELATINA BACTO GEL.99%   GR 100","GR","N","Y","22","9.9","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249900","GEL DI SILICE + INDICAT.C/GR 10007699-41-4","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"249902","GEL SILICE C/I CA 2 MM   GR 10007699-41-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248000","FOLICO ACIDO            C/GR    559-30-3","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248050","FOLIN CIOCALTEAU        C/ML  100","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248054","FOLIN CIOCALTEAU        C/ML  500","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248158","FORMICA ALDEIDE          ML   50050-00-0","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248240","FORMAMIDE BIOL MOLEC.    ML 100075-12-7","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248250","FORMICA ALDEIDE, SOLUZ. C/ML 100050-00-0","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248274","FORMICA ALDEIDE FU SOL. C/ML 250050-00-0","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248354","FORMICO ACIDO 99%       C/ML 100064-18-6","ML","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248440","FORMVAR                  GR  10063148-64-1","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248500","FOSFORICA ANIDRIDE      C/GR  2501314-56-3","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"248600","ORTO-FOSFORICO 85% AC.  C/ML  5007664-38-2","ML","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"245902","FENILIDRAZINA           C/ML  100100-63-0","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"246050","FENILPROPANONE          C/ML  250100-52-7","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"246402","FENOLO                  C/GR  500108-95-2","GR","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"246404","FENOLO                   ML  500108-95-2","ML","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"246408","FENOLO LIQ.SAT.PH7 BIOML 1000108-95-2","ML","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"246500","FENOSSIACETICO ACIDO122-59-8","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"246800","FERRO (ICO) ACETATO     C/GR  2503094-87-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"246850","FERRO (ICO)AMMONIO SOLF.C/GR 10007783-85-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"247150","FERRO (ICO) NITRATO     C/GR  2507782-61-8","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"247600","FLOROGLUCINA            C/GR   25108-73-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"247650","FLUORESCEINA ACIDA      C/GR   502321-07-5","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"247700","FLUORESCEINA SODICA     C/GR   50518-47-8","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"243200","ETILICO ALCOOL 95 SPETTRC/ML 100064-17-5","ML","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"243300","ETILICO ALCOOL DENATURATO64-17-5","ML","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"243350","ETILICO ETERE           C/ML 100060-29-7","ML","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"244050","ETOSSIDROSSIBENZOICA ALD.","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"244350","4-FENETIDINA156-43-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"244500","FENILACETICO ACIDO103-82-2","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"244652","FENILALANINA            C/GR    563-91-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"244654","FENILALANINA            C/GR   2563-91-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"245304","2-FENILENDIAMINA CLOR.  C/GR  100615-28-1","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"245350","3-FENILEDIAMINA108-45-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"245400","3-FENILENDIAMINA CLORIDRATO541-69-5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:02.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"242454","ETILENICO GLICOL        C/ML  500107-21-1","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"242456","ETILENICO GLICOL        C/ML 1000107-21-1","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"242460","ETILENICO GLICOL INDUST. ML 10000107-21-1","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"242506","ETILEN.GLICOLMONOETILET.C/ML 1000111-90-0","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"242600","ETILEN.GLICOL MONOMETIL.C/ML 1000109-86-4","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"242602","ETILEN.GLICOL MONOMETIL.C/ML  250109-86-4","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"242950","ETILE SOLFURO352-93-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"243130","ETILICO ALCOOL 99% CROM.C/ML 100064-17-5","ML","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:01.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"277100","NORM-PROPILICO ALCOOL   C/ML 100071-23-8","ML","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"277200","ISO-PROPILICO ETERE     C/ML 1000108-20-3","ML","N","Y","22","9.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275204","POTASSIO FOSF.TRI.EPTA. C/GR  500","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275250","POTASSIO FTALATO ACIDO877-24-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275300","POTASSIO IDROSSIDO      C/GR 10001310-58-3","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275350","POTASSIO IDROSSIDO, N/101310-58-3","N","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275400","POTASSIO IDROSSIDO 1 N1310-58-3","N","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275446","POTASSIO IODATO 99,5%    GR  1007758-05-6","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275500","POTASSIO IODURO         C/GR  1007681-11-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275700","POTASSIO NITRITO7758-09-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275750","POTASSIO OSSALATO       C/GR  2506487-48-5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275800","POTASSIO OSSALATO ACIDO C/GR  100127-95-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275850","POTASSIO TETRAOSSALATO ACIDO6100-20-5","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"276100","POTASSIO PERMANGANATO N/107722-64-7","N","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"274450","POTASSIO CLORURO         GR  2507447-40-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"274454","POTASSIO CLORURO        C/GR  5007447-40-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"274456","POTASSIO CLORURO BIOL    GR  5007447-40-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"274458","POTASSIO CLORURO        GR 10007447-40-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"274500","POTASSIO CROMATO        C/GR  2507789-00-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"274600","POTASSIO BICROMATO N/107778-50-9","N","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"274650","POTASSIO BICROMATO TECN.C/GR 10007778-50-9","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275052","POTASSIO FOSF.MONOBAS.  C/GR  2507778-77-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275054","POTASSIO FOSF. MONO  C/GR  5007778-77-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2002-10-10T09:18:01.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275058","POTASSIO FOSF.MONO 99,5  GR 5007778-77-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275106","POTASSIO FOSF.BIBAS.AN. C/GR 10007758-11-4","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"275200","POTASSIO FOSF.TRID.MONO C/GR  500","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"272700","PIOMBO TETROSSIDO       C/GR  1001314-41-6","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"273054","PIRIDINA                C/ML 1000110-86-1","ML","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"273250","PIRIDOSSINA CLORIDRATO58-56-0","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"273500","PIRONIA G               C/GR    5","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"273650","PIRUVICO ACIDO          C/ML   50127-17-3","ML","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"273652","POLIETILENGLICOLE 99%    GR 100025322-68-3","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"273658","POLIVINILPIRROLIDONE 99% GR   1009003-39-8","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"273700","PORPORA BROMOCRESOLO    C/GR    5115-40-2","GR","N","Y","22","9.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"273800","POTASSIO ACETATO         GR  250127-08-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"273950","POTASSIO TETRABORATO    C/GR  50012045-78-2","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"274200","POTASSIO CARBONATO      C/GR  250584-08-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:06.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"271500","PERCLORICO ACIDO, N/10  C/ML  5007601-90-3","ML","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:05.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"271550","PERIODICO ACIDO         C/GR   2510450-60-9","GR","N","Y","22","9.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:05.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
